MetaFemina new-study exclusion ledger
=======================================
PMID | Published date | Screen | Code | Exposure | Cancer | Reason
41706708 | 2026-05-01 | first | S1-NOT-DIRECT | Selenium | Breast cancer | Selenium-chrysin is investigated as a ferroptosis-inducing breast cancer therapy rather than selenium exposure being associated with incident cancer.
41707790 | 2026-03-25 | first | S1-NOT-DIRECT | Chitosan | Breast cancer | Chitosan is used in an injectable drug-delivery hydrogel for treating established breast cancer, with no incidence question.
41707790 | 2026-03-25 | first | S1-NOT-DIRECT | Chondroitin | Breast cancer | Chondroitin sulfate is used in an injectable drug-delivery hydrogel for treating established breast cancer, with no incidence question.
41707790 | 2026-03-25 | first | S1-NOT-DIRECT | Folic acid | Breast cancer | Folic acid serves as a tumor-targeting molecule in a breast cancer drug-delivery system and is not studied as an exposure affecting incidence.
41707813 | 2026-05-23 | first | S1-NOT-DIRECT | Dandelion | Breast cancer | Dandelion extract is tested as a ferroptosis-inducing treatment for existing triple-negative breast cancer rather than as an incidence-related exposure.
41708586 | 2026-02-18 | first | S1-NOT-DIRECT | Iron | Ovarian cancer | Iron accumulation is examined only as part of the ferroptosis mechanism in existing ovarian cancer cells, not as an ovarian cancer risk exposure.
41709787 | 2026-02-01 | first | S1-NOT-DIRECT | Caffeine | Breast cancer | Caffeine is evaluated as a chemosensitizing adjunct in existing breast cancer cells rather than as an exposure associated with breast cancer incidence.
41711095 | 2026-02-15 | first | S1-NOT-DIRECT | Alcohol | Ovarian cancer | Ovarian appears only in the screening trial's name, while the corrected article concerns alcohol and colorectal neoplasia.
41711309 | 2026-02-19 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium is measured in peri-implant bone during chemotherapy, not studied as an exposure affecting breast cancer incidence.
41711410 | 2026-02-01 | first | S1-NOT-DIRECT | Magnesium | Breast cancer | Magnesium oxide is a nanocomposite component tested for therapeutic cytotoxicity against existing breast cancer cells, with no incidence question.
41711410 | 2026-02-01 | first | S1-NOT-DIRECT | Zinc | Breast cancer | Zinc oxide is a nanocomposite component tested for therapeutic cytotoxicity against existing breast cancer cells, with no incidence question.
41712159 | 2026-05-01 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only within the name poly(ADP-ribose) polymerase, and the study concerns tumor expression and survival rather than nutritional ribose exposure.
41712919 | 2026-03-04 | first | S1-NOT-DIRECT | Folic acid | Breast cancer | Folic acid is used to functionalize therapeutic nanobots for established breast tumors rather than being studied as a cancer-risk exposure.
41713143 | 2026-02-12 | first | S1-NOT-DIRECT | Molybdenum | Breast cancer | Molybdenum is only a component of a breast cancer diagnostic biosensor and is not studied as a risk exposure.
41713439 | 2026-03-01 | second | S2-WRONG-OUTCOME | Alcohol | Breast cancer | The study estimated alcohol-attributable avoidable deaths among people diagnosed with cancer rather than the association between alcohol and incident breast cancer.
41715047 | 2026-02-20 | first | S1-NOT-DIRECT | Mediterranean diet | Breast cancer | The Mediterranean diet is background context for fruit extracts tested therapeutically on breast cancer cells, not an exposure evaluated for incident breast cancer.
41715047 | 2026-02-20 | first | S1-NOT-DIRECT | Olive | Breast cancer | Olive extracts are tested for cytotoxic treatment effects on established breast cancer cell lines rather than for breast cancer incidence.
41717971 | 2026-05-01 | first | S1-NOT-DIRECT | Glutamine | Breast cancer | The article targets tumor glutamine metabolism to treat established breast cancer and does not study glutamine exposure as an incidence risk factor.
41717971 | 2026-05-01 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron is a component of a therapeutic nanoplatform designed to induce ferroptosis in established breast cancer, not an incidence exposure.
41718323 | 2026-02-02 | first | S1-NOT-DIRECT | Gelatin | Breast cancer | Gelatin is used as a bioink for culturing existing breast cancer spheroids and is not studied as a nutritional risk exposure.
41719761 | 2026-07-01 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron is part of an engineered sonocatalytic treatment material for existing tumors, with no breast cancer incidence question.
41720064 | 2026-02-17 | first | S1-NOT-DIRECT | Zinc | Breast cancer | Zinc appears only in the term zinc-finger transcription factors rather than as a nutritional exposure associated with breast cancer risk.
41720368 | 2026-04-01 | first | S1-NOT-DIRECT | Folic acid | Breast cancer | Folic acid transport and breast cancer resistance protein are mechanistic references in a preterm-birth study, not a breast cancer incidence analysis.
41721009 | 2026-02-20 | second | S2-REVIEW | Alcohol | Breast cancer | This publication is a narrative review of breast cancer risk factors, biomarkers, and treatment rather than an original human study.
41721648 | 2026-02-21 | first | S1-NOT-DIRECT | Potassium | Ovarian cancer | Potassium appears only in the name of potassium channel modulatory factor 1 and is not studied as an ovarian cancer risk exposure.
41721648 | 2026-02-21 | first | S1-NOT-DIRECT | Zinc | Ovarian cancer | Zinc appears only in the description of a zinc-finger protein in a study of ovarian cancer progression, not nutritional zinc exposure or incidence.
41722126 | 2026-04-01 | first | S1-NOT-DIRECT | Glutamine | Breast cancer | Glutamine is a brain metabolite measured during treatment of depression in mice with established breast tumors, not an exposure studied for cancer incidence.
41723287 | 2026-03-01 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the name poly(ADP-ribose) polymerase in a study of maintenance-therapy adverse events among ovarian cancer patients.
41724338 | 2026-05-01 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only within the name poly(ADP-ribose) polymerase in a review of triple-negative breast cancer treatment.
41727696 | 2026 | first | S1-NOT-DIRECT | Alcohol | Breast cancer | The study is limited to elderly male breast cancer and evaluates alcohol-attributable mortality and disability burden rather than women's breast cancer incidence risk.
41728351 | 2026-04-01 | first | S1-NOT-DIRECT | Zinc | Ovarian cancer | Zinc appears only in the name of the ZEB1 zinc-finger gene studied in ovarian cancer cells, not as a nutritional exposure.
41729126 | 2026-03-11 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron is a component of a therapeutic nanoprobe for established breast cancer, with no incident-cancer risk question.
41729954 | 2026 | first | S1-NOT-DIRECT | Iron | Uterine cancer | The study examines intracellular iron metabolism and ferroptosis in established endometrial cancer cells rather than uterine cancer incidence or risk.
41731502 | 2026-02-24 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the name of PARP inhibitors and is not studied as a nutritional exposure affecting ovarian cancer risk.
41731704 | 2026-02-23 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only within the name of PARP inhibitors in a renal cancer case report, and breast cancer incidence is not studied.
41733297 | 2026-03-05 | first | S1-NOT-DIRECT | Chitosan | Ovarian cancer | Chitosan is used as part of a therapeutic delivery platform for established ovarian cancer and is not evaluated as a cancer-risk exposure.
41733557 | 2026-06-01 | first | S1-NOT-DIRECT | Capsaicin | Breast cancer | Capsaicin is discussed as treatment for post-mastectomy pain rather than as an exposure associated with breast cancer incidence.
41733883 | 2026-02-01 | first | S1-NOT-DIRECT | L-tryptophan | Breast cancer | Tryptophan metabolism is examined in relation to treatment-induced cardiotoxicity, not breast cancer incidence or risk.
41734034 | 2026-04-15 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose is only part of the term poly(ADP-ribose) polymerase inhibitor in a study of ovarian cancer treatment resistance.
41734645 | 2026-03-01 | first | S1-NOT-DIRECT | Vitamin D | Breast cancer | A vitamin D analogue is tested for antiproliferative activity in established breast cancer cells without an incident-cancer question.
41735312 | 2026-02-25 | first | S1-NOT-DIRECT | Copper | Ovarian cancer | Copper is used mechanistically to sensitize established ovarian cancer to therapy rather than evaluated as a risk or incidence exposure.
41735312 | 2026-02-25 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the name of PARP inhibitors and is not studied as a nutritional exposure affecting ovarian cancer incidence.
41735324 | 2026-02-24 | first | S1-NOT-DIRECT | Lactobacillus | Uterine cancer | The article studies Lactobacillus patterns in cervical neoplasia rather than the requested uterine cancer.
41736040 | 2026-02-24 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron is incorporated into a nanozyme therapy intended to induce ferroptosis in established breast cancer, with no incidence question.
41736752 | 2026 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only within the drug-class name poly(ADP-ribose) polymerase inhibitors in a treatment-focused review.
41737039 | 2026 | first | S1-NOT-DIRECT | Copper | Breast cancer | Copper is part of an experimental therapeutic complex for established breast cancer rather than a nutritional risk exposure.
41737493 | 2026-02-16 | first | S1-NOT-DIRECT | Selenium | Breast cancer | Selenium is incorporated into therapeutic nanoparticles tested against established breast cancer cells, not studied in relation to cancer incidence.
41738466 | 2026-03-11 | first | S1-NOT-DIRECT | Resveratrol | Breast cancer | Resveratrol is used in a nanomedicine for treatment of established breast cancer rather than evaluated for breast cancer risk or development.
41739621 | 2026-03-12 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only within the PARP drug-target terminology in a study developing cancer therapeutics.
41739646 | 2026-03-24 | first | S1-NOT-DIRECT | Omega-3 fatty acids | Ovarian cancer | Omega-3 fatty acids are studied as treatment-induced tumor signals in established ovarian cancer rather than as exposures affecting incidence.
41740350 | 2026-06-05 | first | S1-NOT-DIRECT | Quercetin | Breast cancer | Quercetin is merely a comparator in a breast cancer cell cytotoxicity assay and is not studied as a breast cancer risk exposure.
41740526 | 2026-02-24 | second | S2-REVIEW | Melatonin | Breast cancer | This is a systematic review of experimental animal studies rather than an original human study.
41740575 | 2026-07-01 | first | S1-NOT-DIRECT | Copper | Breast cancer | Copper is a component of an experimental nanotherapy for established breast cancer, not a nutritional exposure studied in relation to incidence.
41741415 | 2026-02-25 | first | S1-NOT-DIRECT | Pyruvate | Breast cancer | The article studies pyruvate kinase M2 in breast cancer chemoresistance rather than pyruvate exposure and breast cancer incidence.
41743017 | 2026-04-01 | first | S1-NOT-DIRECT | Potassium | Breast cancer | The corrected article concerns potassium-enhanced antitumor effects in breast cancer cell lines, not incident breast cancer risk.
41743194 | 2026 | first | S1-NOT-DIRECT | Probiotics | Breast cancer | Probiotics are discussed for managing chemotherapy-induced mucositis in breast cancer patients rather than breast cancer incidence.
41744856 | 2026-02-03 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium appears only in the description of Trop2 signaling within a review of breast cancer therapy and prognosis.
41744893 | 2026-02-23 | first | S1-NOT-DIRECT | Glutamine | Breast cancer | Glutamine metabolism is discussed as a therapeutic vulnerability of established breast cancer, not as an exposure affecting incidence.
