Unsaved PubMed candidates before relevance screening
====================================================
PMID | Published date | Candidate contexts | Title
41763072 | 2026-05-01 | Iodine / Breast cancer / Incidence | Predicting axillary lymph node metastasis in clinical T1/2 stage breast cancer using iodine map-derived multi-region radiomics and multi-modality imaging characteristics.
41764404 | 2026-02-01 | Iron / Uterine cancer / Incidence | New Sinomenine Derivative as a Potential Drug for Cervical Cancer via Inducing Ferroptosis.
41764804 | 2026-04-15 | Ribose / Breast cancer / Incidence | Design and synthesis of c-Met/PARP dual-target inhibitors for the treatment of BRCA wild-type TNBC.
41766242 | 2026-03-01 | Calcium / Breast cancer / Incidence | Rare manifestation of paclitaxel-induced cardiotoxicity: A case of restrictive cardiomyopathy in an elderly breast cancer patient.
41769067 | 2026-03-01 | Calcium / Breast cancer / Incidence; Magnesium / Breast cancer / Incidence; Mushrooms / Breast cancer / Incidence; Potassium / Breast cancer / Incidence; Vitamin B2 / Breast cancer / Incidence; Vitamin C / Breast cancer / Incidence | Nutritional, Anti-inflammatory, and <i>in-silico</i> inhibitory Studies of <i>Trametes versicolor</i> (L.) Lloyd and <i>Flammulina velutipes</i> (Curtis) on HER2 breast cancer protein.
41769838 | 2026-03-11 | Calcium / Breast cancer / Incidence | Calcium-Overloaded Multifunctional Nanoparticles for Synergistically Enhanced Photothermal and Chemotherapy and Immune Activation in Triple-Negative Breast Cancer.
41770336 | 2026-03-02 | Dairy / Ovarian cancer / Incidence; Yogurt / Ovarian cancer / Incidence | Prospective pan-cancer analysis of postdiagnosis milk and yogurt intake types with mortality and life expectancy.
41770767 | 2026 | Alcohol / Uterine cancer / Incidence | Social inequities and clinical outcomes in young women with cervical cancer: Real-world evidence.
41771326 | 2026-05-10 | Vitamin D / Breast cancer / Incidence | Reassessing butyrate's central role in the vitamin D-gut-breast cancer axis.
41772130 | 2026-03-02 | Isoleucine / Uterine cancer / Incidence | Mechanism of isoleucyl-tRNA synthetase 2 regulating proliferation and apoptosis of cervical cancer cells.
41772301 | 2026-04-01 | Ribose / Breast cancer / Incidence | The Impact of Conventional Chemotherapy Regimens and Targeted Drugs on Ovarian Function in Breast Cancer Patients.
41772736 | 2026-02-28 | Ribose / Breast cancer / Incidence; Ribose / Ovarian cancer / Incidence | Clinical application of PARP inhibitors and emerging strategies to overcome resistance: a pan-cancer perspective.
41773365 | 2026 | Iron / Ovarian cancer / Incidence | Interplay of iron regulatory proteins and inflammatory markers in benign and malignant ovarian cancer: A cross sectional study.
41773625 | 2026-04-01 | Phosphorus / Breast cancer / Incidence | Nanotechnology based targeted drug delivery systems for breast cancer: challenges, recent advancement and future perspectives.
41774810 | 2026-04-06 | Calcium / Breast cancer / Incidence | Investigation of Radiolabeled KISS1R Ligands as Promising Tools for Diagnosis and Treatment of Triple-Negative Breast Cancer.
41774940 | 2026-04-23 | Gelatin / Breast cancer / Incidence | Methyl divanillate enhances doxorubicin efficacy in TNBC cell lines through redox imbalance and apoptotic reprogramming.
41777179 | 2026-05-01 | Nitric oxide / Breast cancer / Incidence | Ultrasound-Triggered Peroxynitrite-Mediated ECM Degradation to Enhance Sonodynamic Cancer Therapy.
41777833 | 2026-02-26 | Folic acid / Breast cancer / Incidence | Fe<sub>3</sub>O<sub>4</sub>-graphene oxide nanocomposites functionalized with hyaluronic acid and folic acid as dual pH/NIR-responsive platforms for synergistic chemophotothermal therapy of breast cancer.
41777838 | 2026-02-26 | Zinc / Breast cancer / Incidence | Porphyrin-based zinc metal-organic framework loaded with gallic acid as a novel nanoplatform exhibiting H<sub>2</sub>O<sub>2</sub>-activated reactive oxygen species generation and cytotoxicity in breast cancer cells.
41778163 | 2026 | Eggs / Breast cancer / Incidence | Trends and outcomes of fertility preservation in patients presenting with cancer during pregnancy or postpartum-a longitudinal observational cohort study.
41780429 | 2026-07-15 | Iron / Breast cancer / Incidence | Dual metabolic reprogramming by metal-polyphenol nanoplatform enhances ferroptotic therapy for triple-negative breast cancer.
41780620 | 2026-05-23 | Pyruvate / Ovarian cancer / Incidence | Aloperine exerts anti-ovarian cancer effects by regulating the tricarboxylic acid cycle and glycolysis: A comprehensive study integrating network pharmacology, molecular docking, metabolomics, and experimental validation.
41780685 | 2026-05-10 | Copper / Breast cancer / Incidence | Biodegradable polymersomes encapsulating copper peroxide and gemcitabine for targeted chemoimmunotherapy.
41781263 | 2026-05-01 | Iodine / Breast cancer / Incidence | Value of Dual-Energy Computed Tomography Quantitative Parameters in Evaluating the Efficacy of Neoadjuvant Chemotherapy for Breast Cancer.
41781465 | 2026-03-04 | Betaine / Breast cancer / Incidence; Choline / Breast cancer / Incidence | Paradoxical oncogenic effects of hepatic Brca1 through modulating Bhmt.
41782241 | 2026 | Iron / Uterine cancer / Incidence | ANO6 Confers Paclitaxel Resistance by Targeting Ferroptosis in Cervical Cancer.
41785894 | 2026-03-01 | Alcohol / Breast cancer / Incidence | Global, regional, and national burden of breast cancer among females, 1990-2023, with forecasts to 2050: a systematic analysis for the Global Burden of Disease Study 2023.
41786087 | 2026-05-01 | Alcohol / Uterine cancer / Incidence | A Systematic Review and Meta-analysis on Alcohol Consumption and Uterine Fibroids: An Update from 2017.
41786194 | 2026-04-01 | Chitosan / Breast cancer / Incidence | Chitosan-functionalized Cu-doped NiO/reduced graphene oxide nanocarrier for pH-triggered delivery of 5-fluorouracil in breast cancer cells.
41786760 | 2026-03-05 | Ribose / Ovarian cancer / Incidence | Ovarian cancer.
41788762 | 2026-03-31 | Chitosan / Breast cancer / Incidence | Low-dose DOX-polygodial nanosystem modulates the CD47/CALR axis for safer triple negative breast cancer treatment.
41789585 | 2026-04-01 | Calcium / Ovarian cancer / Incidence | Overcoming acquired doxorubicin resistance of ovarian carcinoma cells by verapamil‑mediated promotion of DNA damage‑driven cytotoxicity.
41790554 | 2026-03-24 | Choline / Uterine cancer / Incidence | A tumor-resident bacterium promotes cervical cancer progression through lysoPC-mediated c-Jun/c-Fos activation.
41790626 | 2026-03-06 | Ribose / Uterine cancer / Incidence | Core targets of bisphenol A in cervical cancer revealed by network toxicology and molecular docking.
41790777 | 2026 | Olive / Breast cancer / Incidence | Unraveling the therapeutic potential of Elaeagnus angustifolia extract on triple-negative breast cancer (TNBC): An investigation using zebrafish model.
41791704 | 2026-04-01 | Chondroitin / Breast cancer / Incidence | Targeting the Golgi apparatus enhances PD-L1 blockade and synergizes with oxaliplatin to improve immunotherapy efficacy.
41791922 | 2026-05-01 | Ribose / Breast cancer / Incidence | [Antibody drug conjugates: Use and optimization in HER2-negative metastatic breast cancers (triple negative, RH+/HER2-)].
41793516 | 2026-03-07 | Magnesium / Uterine cancer / Incidence | Dose matters: a dose-stratified real-world analysis of magnesium sulfate in preventing cisplatin-induced nephrotoxicity.
41794948 | 2026-03-07 | Chondroitin / Breast cancer / Incidence | An antibody-drug conjugate designed through clone and isotype selection restricts the growth of CSPG4-expressing triple-negative breast cancer.
41795017 | 2026-03-07 | Ribose / Ovarian cancer / Incidence | CDK4/6i reverse PARPi resistance by targeting the E2F1- MCM2/5 pathway.
41796924 | 2026-04-01 | Ribose / Breast cancer / Incidence | Poly (ADP-ribose) polymerase 1-targeted photosensitizer as a dual-activator of pyroptosis and the STING pathway for enhanced cancer photoimmunotherapy.
41796993 | 2026-07-01 | Ribose / Ovarian cancer / Incidence | Impact of prior olaparib use on subsequent platinum-based therapy in recurrent ovarian cancer.
41796994 | 2026-07-01 | Ribose / Ovarian cancer / Incidence | PARP inhibitor maintenance takes advantages in advanced epithelial ovarian cancer but May show a negative impact while recurrence occurs: a multi-center retrospective study in Taiwan.
41797279 | 2026-03-01 | Iron / Breast cancer / Incidence | Short-Chain Fatty Acids Modulate Iron Metabolism and Induce Oxidative Stress and Ferroptosis in Breast Cancer Cells.
41797389 | 2026-03-08 | Blue-green algae / Breast cancer / Incidence; Zinc / Breast cancer / Incidence | Green Synthesis of Silver-Zinc Oxide Nanocomposites Using Spirulina platensis Biomass: Characterization and Biomedical Evaluation.
41797664 | 2026-03-31 | Nitric oxide / Breast cancer / Incidence | Evaluating the Efficacy of Polyphenol-Enriched Plant Extracts and Pathway Modulators in the Bone Marrow to Suppress Breast Cancer Progression.
41798189 | 2026 | Alcohol / Ovarian cancer / Incidence | Association between body mass index and anti-Müllerian hormone in women with ovarian endometrioma and dermoid cyst.
41799699 | 2026-03-01 | Copper / Breast cancer / Incidence | Dual-transferred atmospheric-pressure plasma jet modulates matrix metalloproteinase expression in breast cancer stem cells.
41800536 | 2026-05-01 | Iron / Breast cancer / Incidence | Photothermally Triggered Intratumoral In Situ Drug Synthesis: A Smart Nanoplatform for NIR-Controlled Precise Activation of Antitumor Precursors.
41804787 | 2026-06-03 | Beta-carotene / Ovarian cancer / Incidence | Metabolomic profiling of genotype-derived ABO blood group, secretor status, and Lewis antigens and association with pancreatic ductal adenocarcinoma risk.
41804974 | 2026-05-01 | Alcohol / Breast cancer / Incidence; Chitosan / Breast cancer / Incidence; Folic acid / Breast cancer / Incidence | Formulation Design, Optimization, and <i>In Vitro</i> Evaluation of Palbociclib-Loaded Polymeric Nanoparticles.
41806329 | 2026-05-01 | Nitric oxide / Breast cancer / Incidence | Real-Time In Vivo Visualization of Tumor-Associated Macrophage Reprogramming Using a Nitric Oxide-Activatable NIR-II Nanoinducer.
41808580 | 2026-03-15 | Ribose / Ovarian cancer / Incidence | Targeted therapy for DNA damage response and homologous recombination repair defects: The Olaparib Combinations trial.
41810353 | 2026-02-24 | Ribose / Breast cancer / Incidence | From mutational signatures to practice: Artificial intelligence-guided repurposing for blast crisis chronic myeloid leukemia.
41810808 | 2026-05-12 | Calcium / Breast cancer / Incidence | Bone-targeted calcification-photothermal nanoplatform for synergistic tumor ablation and bone regeneration in breast cancer bone metastasis.
41811763 | 2026-03-01 | Ginseng / Ovarian cancer / Incidence | Targeting Autophagy in Ovarian Cancer: The Emerging Role of Ginsenosides.
41812091 | 2026-03-01 | Cartilage / Breast cancer / Incidence | Cancer Burden in Bangladesh: Insights From National Institute of Cancer Research & Hospital, 2014-2020.
41812734 | 2026-06-01 | Melatonin / Breast cancer / Incidence | Levistolide A induces endoplasmic reticulum stress-triggered apoptosis via ATF6 in triple-negative breast cancer.
41812824 | 2026-05-28 | Cannabidiol / Breast cancer / Incidence; Folic acid / Breast cancer / Incidence | Exosomal cannabidiol: A promising candidate for targeted oral delivery against breast cancer.
41812826 | 2026-03-01 | Calcium / Breast cancer / Incidence | The impacts of ribociclib on the post-treatment Tp-e interval and Tp-e/QTc ratio in breast cancer patients.
41813619 | 2026-03-11 | Ribose / Ovarian cancer / Incidence | 68Gallium-labelled FAP-inhibitors outperforms 18F-fluorodeoxyglucose PET/CT for recurrent ovarian cancer in the poly adenosine diphosphate-ribose polymerase inhibitor era.
41814308 | 2026-03-12 | Pyruvate / Breast cancer / Incidence | Precise metabolomics identifies glycolysis-related pyruvate kinase M activity as regulator of the S-phase-specific radiation response in triple-negative breast cancer cells.
41814644 | 2026-03-26 | Boron / Breast cancer / Incidence | Expanding the Inhibitory Potential of the Benzoxaborinine Scaffold against Carbonic Anhydrases: Synthesis, Structural Characterization, and <i>In Vitro</i> Antitumor Activity.
41814818 | 2026-02-01 | Chitosan / Breast cancer / Incidence | [Angelica sinensis polysaccharide-chitosan nanosystem synergizes with radiotherapy to enhance anti-tumor immunity and suppress tumor growth].
41815159 | 2026-02-28 | Iron / Breast cancer / Incidence | Development and validation of a ferroptosis-related gene signature for prognostic prediction and therapeutic target identification in invasive lobular carcinoma.
41816664 | 2026 | Ribose / Ovarian cancer / Incidence | Case Report: Bevacizumab combined with chemotherapy followed by PARP inhibitor maintenance therapy in <i>POLE</i>-mutated primary fallopian tube carcinoma: a case of precision treatment in a rare gynecologic malignancy.
41818874 | 2026-03-07 | Copper / Breast cancer / Incidence; Folic acid / Breast cancer / Incidence | A second near-infrared light-activated nanoplatform with spatiotemporal signal transduction for simultaneous enrichment and portable detection of circulating tumor cells.
41820330 | 2026-03-12 | Ribose / Ovarian cancer / Incidence | The mitochondrial translocation of phosphorylated EZH2 promotes PARP inhibitor resistance in BRCA1-deficient epithelial ovarian cancer.
41821152 | 2026-05-01 | Manganese / Breast cancer / Incidence | Engineering MnPt Bimetallic Nanozymes for Cascade Enzymatic Therapy and Enhanced Radio-Immunotherapy.
41821660 | 2026-04-01 | Propolis / Ovarian cancer / Incidence | Propolis: a brief overview of its diverse pharmacological functions.
41822333 | 2026 | Lactobacillus / Ovarian cancer / Incidence | Correction: <i>Tripterygium</i> glycosides sensitizes cisplatin chemotherapeutic potency by modulating gut microbiota in epithelial ovarian cancer.
41822558 | 2026-05-01 | Pyruvate / Breast cancer / Incidence | Orchestrating organotropism: miRNA-driven mechanisms of site-specific metastasis in triple-negative breast cancer (Review).
